"","Atrophy","Cog","DX","MedPath","Paths","Sig","LCI","UCI","mean","se"
"204","Atrophy_Insula","ADNI_MEM","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","0",-3.8e-05,0.000158,4.6e-05,5e-05
"205","Atrophy_Insula","ADNI_EF","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000359,0.000146,-7.4e-05,0.000125
"206","Atrophy_Insula","ADNI_EF","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000195,0.000182,-7e-06,9.3e-05
"207","Atrophy_Insula","ADNI_EF","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000334,0.000541,8.9e-05,0.000217
"208","Atrophy_Insula","ADNI_EF","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","0",-6.1e-05,0.000245,6.7e-05,7.6e-05
"209","Atrophy_LateralTemporal","ADNI_MEM","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000139,0.000228,2.8e-05,9.1e-05
"210","Atrophy_LateralTemporal","ADNI_MEM","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000214,0.000518,0.000149,0.000187
"211","Atrophy_LateralTemporal","ADNI_MEM","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000194,0.000608,0.000155,0.000196
"212","Atrophy_LateralTemporal","ADNI_MEM","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",7e-05,0.00046,0.000245,9.7e-05
"213","Atrophy_LateralTemporal","ADNI_EF","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000187,0.000457,7.3e-05,0.000153
"214","Atrophy_LateralTemporal","ADNI_EF","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000162,0.000449,8e-05,0.000147
"215","Atrophy_LateralTemporal","ADNI_EF","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000227,0.000802,0.000194,0.000261
"216","Atrophy_LateralTemporal","ADNI_EF","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",3.2e-05,0.000471,0.000206,0.000114
"217","Atrophy_MediatTemporal","ADNI_MEM","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000246,0.000367,5.4e-05,0.000147
"218","Atrophy_MediatTemporal","ADNI_MEM","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-3.4e-05,0.000531,2e-04,0.000149
"219","Atrophy_MediatTemporal","ADNI_MEM","LMCI","a2c","B3 = Abeta to Atrophy to Cog","1",0.000135,0.001352,0.000674,0.000308
"220","Atrophy_MediatTemporal","ADNI_MEM","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",0.00023,0.000683,0.00044,0.000121
"221","Atrophy_MediatTemporal","ADNI_EF","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-1.9e-05,0.000782,0.000298,0.000211
"222","Atrophy_MediatTemporal","ADNI_EF","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-7.2e-05,0.000927,0.000328,0.000257
"223","Atrophy_MediatTemporal","ADNI_EF","LMCI","a2c","B3 = Abeta to Atrophy to Cog","1",5e-06,0.001622,0.000707,0.000423
"224","Atrophy_MediatTemporal","ADNI_EF","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",0.000164,0.000844,0.000463,0.000176
"225","Atrophy_ParahippoGyrus","ADNI_MEM","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000301,0.000245,-4e-05,0.000135
"226","Atrophy_ParahippoGyrus","ADNI_MEM","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-2e-05,0.00059,0.000211,0.000157
"227","Atrophy_ParahippoGyrus","ADNI_MEM","LMCI","a2c","B3 = Abeta to Atrophy to Cog","1",0.000105,0.001144,0.000558,0.000262
"228","Atrophy_ParahippoGyrus","ADNI_MEM","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",0.000175,0.000621,0.000376,0.000112
"229","Atrophy_ParahippoGyrus","ADNI_EF","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-6.6e-05,0.000734,0.000251,0.000201
"230","Atrophy_ParahippoGyrus","ADNI_EF","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000271,0.000516,8.9e-05,0.000197
"231","Atrophy_ParahippoGyrus","ADNI_EF","LMCI","a2c","B3 = Abeta to Atrophy to Cog","1",0.000152,0.001543,0.000763,0.000361
"232","Atrophy_ParahippoGyrus","ADNI_EF","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",0.000102,0.000716,0.000373,0.000159
"233","Atrophy_PostCingulate","ADNI_MEM","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000173,6.3e-05,-3.5e-05,5.8e-05
"234","Atrophy_PostCingulate","ADNI_MEM","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.00012,0.00022,2.1e-05,8.1e-05
"235","Atrophy_PostCingulate","ADNI_MEM","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000247,0.000268,-1e-06,0.000119
"236","Atrophy_PostCingulate","ADNI_MEM","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","0",-3e-05,0.000146,3.8e-05,4.5e-05
"237","Atrophy_PostCingulate","ADNI_EF","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.00019,0.000189,5e-06,8.9e-05
"238","Atrophy_PostCingulate","ADNI_EF","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000115,0.000273,3.6e-05,9.6e-05
"239","Atrophy_PostCingulate","ADNI_EF","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000824,0.000695,-3.6e-05,0.000361
"240","Atrophy_PostCingulate","ADNI_EF","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","0",-1.7e-05,0.000294,0.000102,8.1e-05
"241","Atrophy_SLF_PT","ADNI_MEM","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000214,0.000147,-2.9e-05,8.7e-05
"242","Atrophy_SLF_PT","ADNI_MEM","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000125,0.000456,1e-04,0.000144
"243","Atrophy_SLF_PT","ADNI_MEM","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000119,0.00071,0.000185,0.000203
"244","Atrophy_SLF_PT","ADNI_MEM","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",3.9e-05,0.000361,0.00017,8.2e-05
"245","Atrophy_SLF_PT","ADNI_EF","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000145,0.000476,9.1e-05,0.000152
"246","Atrophy_SLF_PT","ADNI_EF","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.00017,0.000363,3.6e-05,0.000128
"247","Atrophy_SLF_PT","ADNI_EF","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000107,0.001456,0.000492,0.000415
"248","Atrophy_SLF_PT","ADNI_EF","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",2.9e-05,0.000514,0.000219,0.000123
"249","Atrophy_Splenium","ADNI_MEM","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000165,0.000211,1e-05,9.1e-05
"250","Atrophy_Splenium","ADNI_MEM","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-9.3e-05,0.000448,0.00013,0.00014
"251","Atrophy_Splenium","ADNI_MEM","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000146,0.000349,4.7e-05,0.000115
"252","Atrophy_Splenium","ADNI_MEM","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",1.3e-05,0.000329,0.000148,8.1e-05
"253","Atrophy_Splenium","ADNI_EF","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000327,0.000263,-2.7e-05,0.000142
"254","Atrophy_Splenium","ADNI_EF","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000138,0.000404,0.000103,0.000143
"255","Atrophy_Splenium","ADNI_EF","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000408,0.001047,0.000317,0.000373
"256","Atrophy_Splenium","ADNI_EF","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",5.5e-05,0.000523,0.000263,0.000115
"257","Atrophy_Thalamus","ADNI_MEM","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000267,0.000165,-3.5e-05,0.000103
"258","Atrophy_Thalamus","ADNI_MEM","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-8.8e-05,0.000495,0.000113,0.000146
"259","Atrophy_Thalamus","ADNI_MEM","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000134,0.000488,0.000142,0.000164
"260","Atrophy_Thalamus","ADNI_MEM","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",2.8e-05,0.00033,0.000152,8e-05
"261","Atrophy_Thalamus","ADNI_EF","NL","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000224,0.000358,4.5e-05,0.000141
"262","Atrophy_Thalamus","ADNI_EF","EMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000191,0.000456,5.2e-05,0.000151
"263","Atrophy_Thalamus","ADNI_EF","LMCI","a2c","B3 = Abeta to Atrophy to Cog","0",-0.000142,0.001144,0.000449,0.000331
"264","Atrophy_Thalamus","ADNI_EF","TOTAL","a2c","B3 = Abeta to Atrophy to Cog","1",3.1e-05,0.000478,0.000209,0.000113
"265","Atrophy_Amygdala","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-6e-06,3.2e-05,8e-06,1e-05
"266","Atrophy_Amygdala","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","0",-1.2e-05,8.5e-05,3.1e-05,2.4e-05
"267","Atrophy_Amygdala","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",3.6e-05,0.000207,0.000108,4.3e-05
"268","Atrophy_Amygdala","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",2.2e-05,7.1e-05,4.5e-05,1.2e-05
"269","Atrophy_Amygdala","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-6e-06,3.2e-05,8e-06,1e-05
"270","Atrophy_Amygdala","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","0",-1.2e-05,8.5e-05,3.1e-05,2.4e-05
"271","Atrophy_Amygdala","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",3.6e-05,0.000207,0.000108,4.3e-05
"272","Atrophy_Amygdala","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",2.2e-05,7.1e-05,4.5e-05,1.2e-05
"273","Atrophy_Entorhinal","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-2.7e-05,2.2e-05,-2e-06,1.1e-05
"274","Atrophy_Entorhinal","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","1",2e-06,0.000117,5.3e-05,3e-05
"275","Atrophy_Entorhinal","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","0",-2.9e-05,0.000169,5.7e-05,5e-05
"276","Atrophy_Entorhinal","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",8e-06,6.8e-05,3.6e-05,1.5e-05
"277","Atrophy_Entorhinal","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-2.7e-05,2.2e-05,-2e-06,1.1e-05
"278","Atrophy_Entorhinal","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","1",2e-06,0.000117,5.3e-05,3e-05
"279","Atrophy_Entorhinal","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","0",-2.9e-05,0.000169,5.7e-05,5e-05
"280","Atrophy_Entorhinal","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",8e-06,6.8e-05,3.6e-05,1.5e-05
"281","Atrophy_Hippocampus","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-1.3e-05,1.6e-05,1e-06,7e-06
"282","Atrophy_Hippocampus","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","0",-1.9e-05,6e-05,1.7e-05,2e-05
"283","Atrophy_Hippocampus","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","0",-6e-06,0.000141,5.8e-05,3.6e-05
"284","Atrophy_Hippocampus","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",6e-06,5.1e-05,2.7e-05,1.1e-05
"285","Atrophy_Hippocampus","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-1.3e-05,1.6e-05,1e-06,7e-06
"286","Atrophy_Hippocampus","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","0",-1.9e-05,6e-05,1.7e-05,2e-05
"287","Atrophy_Hippocampus","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","0",-6e-06,0.000141,5.8e-05,3.6e-05
"288","Atrophy_Hippocampus","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",6e-06,5.1e-05,2.7e-05,1.1e-05
"289","Atrophy_Insula","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-1.4e-05,1.1e-05,-1e-06,6e-06
"290","Atrophy_Insula","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","0",-3.4e-05,1.4e-05,-1e-05,1.2e-05
"291","Atrophy_Insula","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",3.8e-05,0.00016,8.9e-05,3e-05
"292","Atrophy_Insula","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",3e-06,3.5e-05,1.8e-05,8e-06
"293","Atrophy_Insula","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-1.4e-05,1.1e-05,-1e-06,6e-06
"294","Atrophy_Insula","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","0",-3.4e-05,1.4e-05,-1e-05,1.2e-05
"295","Atrophy_Insula","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",3.8e-05,0.00016,8.9e-05,3e-05
"296","Atrophy_Insula","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",3e-06,3.5e-05,1.8e-05,8e-06
"297","Atrophy_LateralTemporal","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-1.6e-05,9e-06,-2e-06,6e-06
"298","Atrophy_LateralTemporal","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","1",3e-06,7.5e-05,3.4e-05,1.9e-05
"299","Atrophy_LateralTemporal","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",7.5e-05,0.000277,0.000167,5e-05
"300","Atrophy_LateralTemporal","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",2.4e-05,7.6e-05,4.9e-05,1.4e-05
"301","Atrophy_LateralTemporal","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-1.6e-05,9e-06,-2e-06,6e-06
"302","Atrophy_LateralTemporal","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","1",3e-06,7.5e-05,3.4e-05,1.9e-05
"303","Atrophy_LateralTemporal","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",7.5e-05,0.000277,0.000167,5e-05
"304","Atrophy_LateralTemporal","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",2.4e-05,7.6e-05,4.9e-05,1.4e-05
"305","Atrophy_MediatTemporal","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-1.3e-05,1.9e-05,2e-06,8e-06
"306","Atrophy_MediatTemporal","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","1",3e-06,8.4e-05,4e-05,2.1e-05
"307","Atrophy_MediatTemporal","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",1.1e-05,0.000155,6.8e-05,3.5e-05
"308","Atrophy_MediatTemporal","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",1.6e-05,5.8e-05,3.6e-05,1.1e-05
"309","Atrophy_MediatTemporal","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-1.3e-05,1.9e-05,2e-06,8e-06
"310","Atrophy_MediatTemporal","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","1",3e-06,8.4e-05,4e-05,2.1e-05
"311","Atrophy_MediatTemporal","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",1.1e-05,0.000155,6.8e-05,3.5e-05
"312","Atrophy_MediatTemporal","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",1.6e-05,5.8e-05,3.6e-05,1.1e-05
"313","Atrophy_ParahippoGyrus","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-5e-06,1.7e-05,4e-06,6e-06
"314","Atrophy_ParahippoGyrus","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","0",-2e-06,6.5e-05,2.8e-05,1.7e-05
"315","Atrophy_ParahippoGyrus","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",2.1e-05,0.000142,7.4e-05,3e-05
"316","Atrophy_ParahippoGyrus","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",1.8e-05,5.6e-05,3.5e-05,1e-05
"317","Atrophy_ParahippoGyrus","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-5e-06,1.7e-05,4e-06,6e-06
"318","Atrophy_ParahippoGyrus","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","0",-2e-06,6.5e-05,2.8e-05,1.7e-05
"319","Atrophy_ParahippoGyrus","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",2.1e-05,0.000142,7.4e-05,3e-05
"320","Atrophy_ParahippoGyrus","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",1.8e-05,5.6e-05,3.5e-05,1e-05
"321","Atrophy_PostCingulate","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-2.8e-05,1e-05,-6e-06,9e-06
"322","Atrophy_PostCingulate","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","0",-2.5e-05,5.5e-05,1.1e-05,2.1e-05
"323","Atrophy_PostCingulate","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",2.8e-05,0.000198,0.000102,4.6e-05
"324","Atrophy_PostCingulate","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",1e-06,4.7e-05,2.2e-05,1.2e-05
"325","Atrophy_PostCingulate","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-2.8e-05,1e-05,-6e-06,9e-06
"326","Atrophy_PostCingulate","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","0",-2.5e-05,5.5e-05,1.1e-05,2.1e-05
"327","Atrophy_PostCingulate","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",2.8e-05,0.000198,0.000102,4.6e-05
"328","Atrophy_PostCingulate","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",1e-06,4.7e-05,2.2e-05,1.2e-05
"329","Atrophy_SLF_PT","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-6e-06,2.1e-05,4e-06,7e-06
"330","Atrophy_SLF_PT","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","0",-1e-05,4.4e-05,1.4e-05,1.4e-05
"331","Atrophy_SLF_PT","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",5e-06,0.00014,6.6e-05,3.4e-05
"332","Atrophy_SLF_PT","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",9e-06,4.5e-05,2.6e-05,1e-05
"333","Atrophy_SLF_PT","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-6e-06,2.1e-05,4e-06,7e-06
"334","Atrophy_SLF_PT","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","0",-1e-05,4.4e-05,1.4e-05,1.4e-05
"335","Atrophy_SLF_PT","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",5e-06,0.00014,6.6e-05,3.4e-05
"336","Atrophy_SLF_PT","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",9e-06,4.5e-05,2.6e-05,1e-05
"337","Atrophy_Splenium","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-1.8e-05,2e-06,-6e-06,5e-06
"338","Atrophy_Splenium","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","0",-1.5e-05,2.9e-05,5e-06,1.2e-05
"339","Atrophy_Splenium","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",3.4e-05,0.000194,0.000102,4.1e-05
"340","Atrophy_Splenium","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",5e-06,4.3e-05,2.2e-05,1e-05
"341","Atrophy_Splenium","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-1.8e-05,2e-06,-6e-06,5e-06
"342","Atrophy_Splenium","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","0",-1.5e-05,2.9e-05,5e-06,1.2e-05
"343","Atrophy_Splenium","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",3.4e-05,0.000194,0.000102,4.1e-05
"344","Atrophy_Splenium","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",5e-06,4.3e-05,2.2e-05,1e-05
"345","Atrophy_Thalamus","ADNI_MEM","NL","ab","Abeta to Tau to Atrophy","0",-1.5e-05,7e-06,-3e-06,5e-06
"346","Atrophy_Thalamus","ADNI_MEM","EMCI","ab","Abeta to Tau to Atrophy","0",-2.5e-05,3.1e-05,1e-06,1.5e-05
"347","Atrophy_Thalamus","ADNI_MEM","LMCI","ab","Abeta to Tau to Atrophy","1",3.5e-05,0.000166,9.1e-05,3.4e-05
"348","Atrophy_Thalamus","ADNI_MEM","TOTAL","ab","Abeta to Tau to Atrophy","1",4e-06,3.9e-05,2e-05,9e-06
"349","Atrophy_Thalamus","ADNI_EF","NL","ab","Abeta to Tau to Atrophy","0",-1.5e-05,7e-06,-3e-06,5e-06
"350","Atrophy_Thalamus","ADNI_EF","EMCI","ab","Abeta to Tau to Atrophy","0",-2.5e-05,3.1e-05,1e-06,1.5e-05
"351","Atrophy_Thalamus","ADNI_EF","LMCI","ab","Abeta to Tau to Atrophy","1",3.5e-05,0.000166,9.1e-05,3.4e-05
"352","Atrophy_Thalamus","ADNI_EF","TOTAL","ab","Abeta to Tau to Atrophy","1",4e-06,3.9e-05,2e-05,9e-06
"353","Atrophy_Amygdala","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000299,4.4e-05,-7.4e-05,8.8e-05
"354","Atrophy_Amygdala","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-5.7e-05,0.000673,0.000277,0.000185
"355","Atrophy_Amygdala","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000332,0.00094,0.000285,0.000323
"356","Atrophy_Amygdala","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-7.7e-05,0.00032,0.00012,0.000101
"357","Atrophy_Amygdala","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000286,0.000435,3.1e-05,0.000166
"358","Atrophy_Amygdala","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000996,0.000278,-0.000243,0.000326
"359","Atrophy_Amygdala","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.001003,0.001279,0.000287,0.000579
"360","Atrophy_Amygdala","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000344,0.000438,6.1e-05,0.000198
"361","Atrophy_Entorhinal","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.00029,4.7e-05,-7e-05,8.7e-05
"362","Atrophy_Entorhinal","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-7.8e-05,0.00067,0.000271,0.000189
"363","Atrophy_Entorhinal","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000251,0.001142,0.000431,0.000352
"364","Atrophy_Entorhinal","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-2e-05,0.000399,0.00018,0.000109
"365","Atrophy_Entorhinal","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000231,0.000434,4.6e-05,0.000157
"366","Atrophy_Entorhinal","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.001072,0.000205,-0.000337,0.000335
"367","Atrophy_Entorhinal","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000824,0.001474,0.000431,0.000598
"368","Atrophy_Entorhinal","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000307,0.000481,9.1e-05,0.000198
"369","Atrophy_Hippocampus","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000297,4.6e-05,-7.1e-05,8.7e-05
"370","Atrophy_Hippocampus","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-1.1e-05,0.00065,0.000285,0.000168
"371","Atrophy_Hippocampus","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000206,0.001033,0.000393,0.000314
"372","Atrophy_Hippocampus","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-2.2e-05,0.00037,0.000164,0.000101
"373","Atrophy_Hippocampus","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000247,0.000445,4.2e-05,0.000164
"374","Atrophy_Hippocampus","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000947,0.000375,-0.000197,0.000337
"375","Atrophy_Hippocampus","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000721,0.00148,0.000494,0.000549
"376","Atrophy_Hippocampus","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000282,0.000506,0.000127,0.000197
"377","Atrophy_Insula","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000294,4.7e-05,-7e-05,8.8e-05
"378","Atrophy_Insula","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","1",3e-05,0.000711,0.000326,0.000176
"379","Atrophy_Insula","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000149,0.001317,0.000522,0.000352
"380","Atrophy_Insula","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","1",4.1e-05,0.000449,0.000234,0.000107
"381","Atrophy_Insula","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000268,0.000442,3.8e-05,0.000167
"382","Atrophy_Insula","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000859,0.000369,-0.000153,0.000313
"383","Atrophy_Insula","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.001005,0.0013,0.000225,0.000592
"384","Atrophy_Insula","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.00026,0.000516,0.000142,0.000192
"385","Atrophy_LateralTemporal","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000293,4.6e-05,-6.7e-05,8.8e-05
"386","Atrophy_LateralTemporal","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000146,0.000555,0.000185,0.000177
"387","Atrophy_LateralTemporal","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000438,0.00087,0.000174,0.00032
"388","Atrophy_LateralTemporal","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-8.3e-05,0.000269,9e-05,9.2e-05
